Date,Close,Polarity,Prediction,Subjectivity,
23/02/2001,81.87,0,0,0,
24/02/2001,78.81,0,0,0,
25/02/2001,79.5,0,0,0,
26/02/2001,79.62,0,0,0,
01/03/2001,80.75,0,0,0,
02/03/2001,80.31,0,0,0,
03/03/2001,80.69,0,0,0,
04/03/2001,83.37,0,0,0,
05/03/2001,86.88,0,0,0,
08/03/2001,85.81,0,0,0,
09/03/2001,87.94,0,0,0,
10/03/2001,88.94,0,0,0,
11/03/2001,88.19,0,0,0,
12/03/2001,88,0,0,0,
15/03/2001,87.25,0,0,0,
16/03/2001,84.81,0,0,0,
17/03/2001,82.38,0,0,0,
18/03/2001,83.88,0,0,0,
19/03/2001,82.5,0,0,0,
22/03/2001,81.87,0,0,0,
23/03/2001,79.56,0,0,0,
24/03/2001,79.38,0,0,0,
25/03/2001,81.5,0,0,0,
26/03/2001,80.5,0,0,0,
29/03/2001,82.25,0,0,0,
30/03/2001,81.94,0,0,0,
31/03/2001,81.38,0,0,0,
01/04/2001,79.38,0,0,0,
05/04/2001,78.75,0,0,0,
06/04/2001,79.25,0,0,0,
07/04/2001,84.38,0,0,0,
08/04/2001,87.87,0,0,0,
09/04/2001,85.56,0,0,0,
12/04/2001,86.88,0,0,0,
13/04/2001,87.38,0,0,0,
14/04/2001,86.37,0,0,0,
15/04/2001,85.56,0,0,0,
16/04/2001,86.06,0,0,0,
19/04/2001,85,0,0,0,
20/04/2001,83,0,0,0,
21/04/2001,83.44,0,0,0,
22/04/2001,85.75,0,0,0,
23/04/2001,85.12,0,0,0,
26/04/2001,82.62,0,0,0,
27/04/2001,85.56,0,0,0,
28/04/2001,83.62,0,0,0,
29/04/2001,83.88,0,0,0,
30/04/2001,82.5,0,0,0,
03/05/2001,82.75,0,0,0,
04/05/2001,82.25,0,0,0,
05/05/2001,80.19,0,0,0,
06/05/2001,77.56,0,0,0,
07/05/2001,78.38,0,0,0,
10/05/2001,79,0,0,0,
11/05/2001,80,0,0,0,
12/05/2001,82.31,0,0,0,
13/05/2001,84,0,0,0,
14/05/2001,79.06,0,0,0,
17/05/2001,78.63,0,0,0,
18/05/2001,78.75,0,0,0,
19/05/2001,80.19,0,0,0,
20/05/2001,80.19,0,0,0,
21/05/2001,78.94,0,0,0,
24/05/2001,75.87,0,0,0,
25/05/2001,73.81,0,0,0,
26/05/2001,75.38,0,0,0,
27/05/2001,72.75,0,0,0,
28/05/2001,72.38,0,0,0,
01/06/2001,72.12,0,0,0,
02/06/2001,71.06,0,0,0,
03/06/2001,71.62,0,0,0,
04/06/2001,74.31,0,0,0,
07/06/2001,76.75,0,0,0,
08/06/2001,74.88,0,0,0,
09/06/2001,73.81,0,0,0,
10/06/2001,73.12,0,0,0,
11/06/2001,73.25,0,0,0,
14/06/2001,73.75,0,0,0,
15/06/2001,75.12,0,0,0,
16/06/2001,80.37,0,0,0,
17/06/2001,79.44,0,0,0,
18/06/2001,80.13,0,0,0,
21/06/2001,83.5,0,0,0,
22/06/2001,81.75,0,0,0,
23/06/2001,80.25,0,0,0,
24/06/2001,80,0,0,0,
25/06/2001,81.19,0,0,0,
28/06/2001,82.62,0,0,0,
29/06/2001,82.62,0,0,0,
30/06/2001,86.5,0,0,0,
01/07/2001,85.94,0,0,0,
02/07/2001,85.06,0,0,0,
06/07/2001,86.06,0,0,0,
07/07/2001,84.63,0,0,0,
08/07/2001,85.5,0,0,0,
09/07/2001,85.19,0,0,0,
12/07/2001,84.12,0,0,0,
13/07/2001,82.81,0,0,0,
14/07/2001,81.75,0,0,0,
15/07/2001,82.12,0,0,0,
16/07/2001,81.81,0,0,0,
19/07/2001,82.12,0,0,0,
20/07/2001,80.88,0,0,0,
21/07/2001,81.31,0,0,0,
22/07/2001,83.31,0,0,0,
23/07/2001,81.56,0,0,0,
26/07/2001,82.88,0,0,0,
27/07/2001,83.75,0,0,0,
28/07/2001,82.94,0,0,0,
29/07/2001,80.25,0,0,0,
30/07/2001,77.06,0,0,0,
02/08/2001,78.25,0,0,0,
03/08/2001,78.81,0,0,0,
04/08/2001,78.44,0,0,0,
05/08/2001,78.63,0,0,0,
06/08/2001,75.75,0,0,0,
09/08/2001,75.63,0,0,0,
10/08/2001,74.31,0,0,0,
11/08/2001,76.94,0,0,0,
12/08/2001,75.69,0,0,0,
13/08/2001,79.12,0,0,0,
16/08/2001,80.25,0,0,0,
17/08/2001,83,0,0,0,
18/08/2001,85,0,0,0,
19/08/2001,82.44,0,0,0,
20/08/2001,83.75,0,0,0,
23/08/2001,85.69,0,0,0,
24/08/2001,86.56,0,0,0,
25/08/2001,85.5,0,0,0,
26/08/2001,84,0,0,0,
27/08/2001,83.13,0,0,0,
30/08/2001,81.44,0,0,0,
31/08/2001,83.69,0,0,0,
01/09/2001,82.72,0,0,0,
02/09/2001,80.75,0,0,0,
03/09/2001,85,0,0,0,
07/09/2001,81.38,0,0,0,
08/09/2001,81.75,0,0,0,
09/09/2001,77.5,0,0,0,
10/09/2001,77.44,0,0,0,
13/09/2001,77.69,0,0,0,
14/09/2001,77.37,0,0,0,
15/09/2001,77.44,0,0,0,
16/09/2001,78,0,0,0,
17/09/2001,77.56,0,0,0,
20/09/2001,78.44,0,0,0,
21/09/2001,75.94,0,0,0,
22/09/2001,76.38,0,0,0,
23/09/2001,75.25,0,0,0,
24/09/2001,75.38,0,0,0,
27/09/2001,74.13,0,0,0,
28/09/2001,73.81,0,0,0,
29/09/2001,73,0,0,0,
30/09/2001,75.38,0,0,0,
01/10/2001,74.06,0,0,0,
04/10/2001,77.31,0,0,0,
05/10/2001,75.63,0,0,0,
06/10/2001,75.94,0,0,0,
07/10/2001,74.56,0,0,0,
08/10/2001,75.56,0,0,0,
11/10/2001,73.81,0,0,0,
12/10/2001,73.25,0,0,0,
13/10/2001,71.19,0,0,0,
14/10/2001,70.94,0,0,0,
15/10/2001,66.5,0,0,0,
18/10/2001,68.31,0,0,0,
19/10/2001,71.13,0,0,0,
20/10/2001,75.81,0,0,0,
21/10/2001,77.62,0,0,0,
22/10/2001,80.62,0,0,0,
25/10/2001,77.94,0,0,0,
26/10/2001,77.81,0,0,0,
27/10/2001,82.75,0,0,0,
28/10/2001,88.56,0,0,0,
29/10/2001,87.25,0,0,0,
01/11/2001,83.56,0,0,0,
02/11/2001,83.69,0,0,0,
03/11/2001,82.44,0,0,0,
04/11/2001,84.12,0,0,0,
05/11/2001,86.25,0,0,0,
08/11/2001,84.38,0,0,0,
09/11/2001,83.06,0,0,0,
10/11/2001,80.56,0,0,0,
11/11/2001,81.12,0,0,0,
12/11/2001,85,0,0,0,
15/11/2001,82.56,0,0,0,
16/11/2001,86,0,0,0,
17/11/2001,81.87,0,0,0,
18/11/2001,83.37,0,0,0,
19/11/2001,83,0,0,0,
22/11/2001,81.87,0,0,0,
23/11/2001,79.94,0,0,0,
24/11/2001,79.56,0,0,0,
26/11/2001,79.06,0,0,0,
29/11/2001,76.94,0,0,0,
30/11/2001,77.25,0,0,0,
01/12/2001,77.39,0,0,0,
02/12/2001,79.06,0,0,0,
03/12/2001,82,0,0,0,
06/12/2001,78.87,0,0,0,
07/12/2001,78.63,0,0,0,
08/12/2001,77.72,0,0,0,
09/12/2001,77.88,0,0,0,
10/12/2001,78.94,0,0,0,
13/12/2001,78.53,0,0,0,
14/12/2001,76.56,0,0,0,
15/12/2001,75.5,0,0,0,
16/12/2001,75,0,0,0,
17/12/2001,72.75,0,0,0,
20/12/2001,72.25,0,0,0,
21/12/2001,75,0,0,0,
22/12/2001,74.88,0,0,0,
23/12/2001,77.5,0,0,0,
27/12/2001,76.5,0,0,0,
28/12/2001,76.44,0,0,0,
29/12/2001,77.56,0,0,0,
30/12/2001,78.06,0,0,0,
31/12/2001,77.69,0,0,0,
03/01/2002,72.87,0,0,0,
04/01/2002,70.88,0,0,0,
05/01/2002,70.44,0,0,0,
06/01/2002,71.44,0,0,0,
07/01/2002,72.75,0,0,0,
10/01/2002,71.5,0,0,0,
11/01/2002,69.81,0,0,0,
12/01/2002,70.25,0,0,0,
13/01/2002,71.31,0,0,0,
14/01/2002,73.88,0,0,0,
18/01/2002,71,0,0,0,
19/01/2002,74.13,0,0,0,
20/01/2002,74.06,0,0,0,
21/01/2002,72.94,0,0,0,
24/01/2002,73,0,0,0,
25/01/2002,74.62,0,0,0,
26/01/2002,78.44,0,0,0,
27/01/2002,80.69,0,0,0,
28/01/2002,76.69,0,0,0,
31/01/2002,80.69,0,0,0,
01/02/2002,83.75,0,0,0,
02/02/2002,82.38,0,0,0,
03/02/2002,83.19,0,0,0,
04/02/2002,81.75,0,0,0,
07/02/2002,82.19,0,0,0,
08/02/2002,85.06,0,0,0,
09/02/2002,82.88,0,0,0,
10/02/2002,83.13,0,0,0,
11/02/2002,82.62,0,0,0,
14/02/2002,79.06,0,0,0,
15/02/2002,81.06,0,0,0,
16/02/2002,79.5,0,0,0,
17/02/2002,78.38,0,0,0,
18/02/2002,74.75,0,0,0,
22/02/2002,77.25,0,0,0,
23/02/2002,77.37,0,0,0,
24/02/2002,76,0,0,0,
25/02/2002,75.87,0,0,0,
28/02/2002,77.94,0,0,0,
01/03/2002,79.62,0,0,0,
01/03/2002,82,0,0,0,
02/03/2002,80.56,0,0,0,
03/03/2002,81.12,0,0,0,
06/03/2002,83.44,0,0,0,
07/03/2002,81.81,0,0,0,
08/03/2002,79,0,0,0,
09/03/2002,81.12,0,0,0,
10/03/2002,78.69,0,0,0,
13/03/2002,80.06,0,0,0,
14/03/2002,79,0,0,0,
15/03/2002,83.13,0,0,0,
16/03/2002,90.12,0,0,0,
17/03/2002,91,0,0,0,
20/03/2002,86.56,0,0,0,
21/03/2002,92,0,0,0,
22/03/2002,91.56,0,0,0,
23/03/2002,98.5,0,0,0,
24/03/2002,96.19,0,0,0,
27/03/2002,94.69,0,0,0,
28/03/2002,94.25,0,0,0,
29/03/2002,90.38,0,0,0,
30/03/2002,87,0,0,0,
31/03/2002,87.19,0,0,0,
03/04/2002,92.5,0,0,0,
04/04/2002,86.75,0,0,0,
05/04/2002,86.37,0,0,0,
06/04/2002,87.44,0,0,0,
07/04/2002,86.37,0,0,0,
10/04/2002,88.12,0,0,0,
11/04/2002,86,0,0,0,
12/04/2002,86.81,0,0,0,
13/04/2002,84.5,0,0,0,
14/04/2002,78.87,0,0,0,
17/04/2002,78.63,0,0,0,
18/04/2002,80.5,0,0,0,
19/04/2002,78,0,0,0,
20/04/2002,77.31,0,0,0,
24/04/2002,74.75,0,0,0,
25/04/2002,78.06,0,0,0,
26/04/2002,76.44,0,0,0,
27/04/2002,73.88,0,0,0,
28/04/2002,72.12,0,0,0,
01/05/2002,73.75,0,0,0,
02/05/2002,76.12,0,0,0,
03/05/2002,74.25,0,0,0,
04/05/2002,73.25,0,0,0,
05/05/2002,72.19,0,0,0,
08/05/2002,72,0,0,0,
09/05/2002,70.88,0,0,0,
10/05/2002,68.75,0,0,0,
11/05/2002,70,0,0,0,
12/05/2002,71.62,0,0,0,
15/05/2002,74.62,0,0,0,
16/05/2002,74.25,0,0,0,
17/05/2002,74,0,0,0,
18/05/2002,75.12,0,0,0,
19/05/2002,72.5,0,0,0,
22/05/2002,72.19,0,0,0,
23/05/2002,73.12,0,0,0,
24/05/2002,71.62,0,0,0,
25/05/2002,70.25,0,0,0,
26/05/2002,70.5,0,0,0,
30/05/2002,73.5,0,0,0,
31/05/2002,74.69,0,0,0,
01/06/2002,77.13,0,0,0,
02/06/2002,80.69,0,0,0,
05/06/2002,79.38,0,0,0,
06/06/2002,77,0,0,0,
07/06/2002,76.88,0,0,0,
08/06/2002,76.5,0,0,0,
09/06/2002,73.31,0,0,0,
12/06/2002,48.59,0,0,0,
13/06/2002,48.19,0,0,0,
14/06/2002,50.06,0,0,0,
15/06/2002,48.81,0,0,0,
16/06/2002,45.44,0,0,0,
19/06/2002,46.88,0,0,0,
20/06/2002,47.94,0,0,0,
21/06/2002,47,0,0,0,
22/06/2002,46.38,0,0,0,
23/06/2002,46.88,0,0,0,
26/06/2002,47.56,0,0,0,
27/06/2002,47.94,0,0,0,
28/06/2002,47.05,0,0,0,
29/06/2002,47.62,0,0,0,
30/06/2002,46.06,0,0,0,
03/07/2002,47.56,0,0,0,
05/07/2002,47.75,0,0,0,
06/07/2002,48,0,0,0,
07/07/2002,50.06,0,0,0,
10/07/2002,49.75,0,0,0,
11/07/2002,50.69,0,0,0,
12/07/2002,50.56,0,0,0,
13/07/2002,50.75,0,0,0,
14/07/2002,52.5,0,0,0,
17/07/2002,52.03,0,0,0,
18/07/2002,50.94,0,0,0,
19/07/2002,50.69,0,0,0,
20/07/2002,51.31,0,0,0,
21/07/2002,52.73,0,0,0,
24/07/2002,51.56,0,0,0,
25/07/2002,51.25,0,0,0,
26/07/2002,49.38,0,0,0,
27/07/2002,49.88,0,0,0,
28/07/2002,48.38,0,0,0,
31/07/2002,49.81,0,0,0,
01/08/2002,51.62,0,0,0,
02/08/2002,51.44,0,0,0,
03/08/2002,50.25,0,0,0,
04/08/2002,52.44,0,0,0,
07/08/2002,53.56,0,0,0,
08/08/2002,53.5,0,0,0,
09/08/2002,52.31,0,0,0,
10/08/2002,51.88,0,0,0,
11/08/2002,52,0,0,0,
14/08/2002,52.75,0,0,0,
15/08/2002,51.81,0,0,0,
16/08/2002,50.38,0,0,0,
17/08/2002,50.69,0,0,0,
18/08/2002,50.75,0,0,0,
21/08/2002,50.94,0,0,0,
22/08/2002,52.75,0,0,0,
23/08/2002,54.31,0,0,0,
24/08/2002,53.25,0,0,0,
25/08/2002,52.06,0,0,0,
28/08/2002,52.69,0,0,0,
29/08/2002,51.88,0,0,0,
30/08/2002,53.25,0,0,0,
31/08/2002,55.88,0,0,0,
01/09/2002,56.31,0,0,0,
05/09/2002,57.12,0,0,0,
06/09/2002,56,0,0,0,
07/09/2002,57.25,0,0,0,
08/09/2002,57.81,0,0,0,
11/09/2002,57.5,0,0,0,
12/09/2002,52.81,0,0,0,
13/09/2002,50.69,0,0,0,
14/09/2002,50,0,0,0,
15/09/2002,49.12,0,0,0,
18/09/2002,46.56,0,0,0,
19/09/2002,46.88,0,0,0,
20/09/2002,46.5,0,0,0,
21/09/2002,44.62,0,0,0,
22/09/2002,47.25,0,0,0,
25/09/2002,47,0,0,0,
26/09/2002,46.06,0,0,0,
27/09/2002,45.5,0,0,0,
28/09/2002,46.88,0,0,0,
29/09/2002,46.19,0,0,0,
02/10/2002,47.5,0,0,0,
03/10/2002,46.75,0,0,0,
04/10/2002,45.56,0,0,0,
05/10/2002,44.44,0,0,0,
06/10/2002,42.88,0,0,0,
09/10/2002,42.06,0,0,0,
10/10/2002,40.81,0,0,0,
11/10/2002,40.69,0,0,0,
12/10/2002,37.81,0,0,0,
13/10/2002,39.69,0,0,0,
16/10/2002,39.56,0,0,0,
17/10/2002,37.94,0,0,0,
18/10/2002,36.88,0,0,0,
19/10/2002,38.94,0,0,0,
20/10/2002,38.38,0,0,0,
23/10/2002,38.38,0,0,0,
24/10/2002,40.06,0,0,0,
25/10/2002,40,0,0,0,
26/10/2002,40,0,0,0,
27/10/2002,42.69,0,0,0,
30/10/2002,43.75,0,0,0,
31/10/2002,45.5,0,0,0,
01/11/2002,45.69,0,0,0,
02/11/2002,45.5,0,0,0,
03/11/2002,44.44,0,0,0,
06/11/2002,45.5,0,0,0,
07/11/2002,44.94,0,0,0,
08/11/2002,43.56,0,0,0,
09/11/2002,44.12,0,0,0,
10/11/2002,42.81,0,0,0,
13/11/2002,42.12,0,0,0,
14/11/2002,42.56,0,0,0,
15/11/2002,40.75,0,0,0,
16/11/2002,40.88,0,0,0,
17/11/2002,39.62,0,0,0,
20/11/2002,38.56,0,0,0,
21/11/2002,38.69,0,0,0,
22/11/2002,37.44,0,0,0,
24/11/2002,39.12,0,0,0,
27/11/2002,39.38,0,0,0,
28/11/2002,38,0,0,0,
29/11/2002,37.94,0,0,0,
30/11/2002,36.88,0,0,0,
01/12/2002,37.31,0,0,0,
04/12/2002,37.94,0,0,0,
05/12/2002,41.31,0,0,0,
06/12/2002,40.06,0,0,0,
07/12/2002,39.19,0,0,0,
08/12/2002,40,0,0,0,
11/12/2002,42.5,0,0,0,
12/12/2002,43,0,0,0,
13/12/2002,44.5,0,0,0,
14/12/2002,42.88,0,0,0,
15/12/2002,43.94,0,0,0,
18/12/2002,45.38,0,0,0,
19/12/2002,44.81,0,0,0,
20/12/2002,43.5,0,0,0,
21/12/2002,45.19,0,0,0,
22/12/2002,45.62,0,0,0,
26/12/2002,45.75,0,0,0,
27/12/2002,46.38,0,0,0,
28/12/2002,46.94,0,0,0,
29/12/2002,45.44,0,0,0,
02/01/2003,42.58,0,0,0,
03/01/2003,49.35,0,0,0,
04/01/2003,50.69,0,0,0,
05/01/2003,47.71,0,0,0,
08/01/2003,48.01,0,0,0,
09/01/2003,47.47,0,0,0,
10/01/2003,49.66,0,0,0,
11/01/2003,52.77,0,0,0,
12/01/2003,51.97,0,0,0,
16/01/2003,51.85,0,0,0,
17/01/2003,51.67,0,0,0,
18/01/2003,50.15,0,0,0,
19/01/2003,49.29,0,0,0,
22/01/2003,49.6,0,0,0,
23/01/2003,50.39,0,0,0,
24/01/2003,51.91,0,0,0,
25/01/2003,51.73,0,0,0,
26/01/2003,52.83,0,0,0,
29/01/2003,53.74,0,0,0,
30/01/2003,54.57,0,0,0,
31/01/2003,53.61,0,0,0,
01/02/2003,54.45,0,0,0,
02/02/2003,53.27,0,0,0,
05/02/2003,53.23,0,0,0,
06/02/2003,50.97,0,0,0,
07/02/2003,51.02,0,0,0,
08/02/2003,50.38,0,0,0,
